GEOIDFQ,SUMLEVEL,NAME,YEAR,Number of sales,Median home sale price (2023 dollars),Median home sale price (year-of dollars),Median income (2023 dollars),Median income (year-of dollars),Median income MOE (year-of dollars),Mean income (2023 dollars),Mean income (year-of dollars),Mean income MOE (year-of dollars),Median sale price/income ratio (MSA med inc),Median sale price/income ratio (geography med inc)
8600000US43324,860,43324,2019,25,220490,185000,,,,,,,2.7526894519916083,
8600000US43324,860,43324,2020,19,359081,305000,,,,,,,4.3870373833119976,
8600000US43324,860,43324,2021,19,289555,257500,,,,,,,3.5844040145324962,
8600000US43324,860,43324,2022,23,333173,320000,,,,,,,4.2229172440186336,
8600000US43324,860,43324,2023,25,275000,275000,,,,,,,3.5534306757979066,
8600000US43324,860,43324,2024,26,325281,334875,,,,,,,,
8600000US43325,860,43325,2013,2,85018,65000,,,,,,,1.2019453022430149,
8600000US43325,860,43325,2014,1,9010,7000,,,,,,,0.12417732522041476,
8600000US43325,860,43325,2017,2,118092,95000,,,,,,,1.4898688915375446,
8600000US43325,860,43325,2020,2,223983,190249,,,,,,,2.7364900824187677,
8600000US43326,860,43326,2022,1,338378,325000,,,,,,,4.2889003259564245,
8600000US43330,860,43330,2012,1,203051,153000,,,,,,,2.849215069181921,
8600000US43331,860,43331,2012,2,61712,46500,,,,,,,0.8659379131827408,
8600000US43331,860,43331,2013,7,65399,50000,,,,,,,0.9245733094177038,
8600000US43331,860,43331,2014,3,212371,165000,,,,,,,2.927036951624062,
8600000US43331,860,43331,2015,13,111845,87000,,,,,,,1.4950508660984327,
8600000US43331,860,43331,2016,19,180277,142000,,,,,,,2.3551265465883837,
8600000US43331,860,43331,2017,12,210701,169500,,,,,,,2.6582397591117246,
8600000US43331,860,43331,2018,19,97075,80000,,,,,,,1.2489851995253856,
8600000US43331,860,43331,2020,31,155994,132500,,,,,,,1.9058441091437364,
8600000US43331,860,43331,2021,21,337233,299900,,,,,,,4.174612675566197,
8600000US43331,860,43331,2022,42,235824,226500,,,,,,,2.989033611781939,
8600000US43331,860,43331,2023,37,200000,200000,,,,,,,2.584313218762114,
8600000US43331,860,43331,2024,33,242741,249900,,,,,,,,
8600000US43332,860,43332,2012,17,69011,52000,,,,,,,0.9683606771075811,
8600000US43332,860,43332,2013,9,39239,30000,,,,,,,0.5547439856506223,
8600000US43332,860,43332,2014,16,66285,51500,,,,,,,0.91359032126448,
8600000US43332,860,43332,2015,19,48852,38000,,,,,,,0.6530107231234533,
8600000US43332,860,43332,2016,14,178753,140800,,,,,,,2.3352240687298904,
8600000US43332,860,43332,2017,6,126172,101500,,,,,,,1.5918072893795872,
8600000US43332,860,43332,2018,21,161387,133000,,,,,,,2.0764378942109536,
8600000US43332,860,43332,2019,10,98208,82400,,,,,,,1.2260627613195054,
8600000US43332,860,43332,2020,13,144810,123000,,,,,,,1.769198682450412,
8600000US43332,860,43332,2021,11,183291,163000,,,,,,,2.2689625412380465,
8600000US43332,860,43332,2022,12,234262,225000,,,,,,,2.9692386872006016,
8600000US43332,860,43332,2023,15,172000,172000,,,,,,,2.222509368135418,
8600000US43332,860,43332,2024,13,189413,195000,,,,,,,,
8600000US43333,860,43333,2013,1,90250,69000,,,,,,,1.2759111669964311,
8600000US43333,860,43333,2014,4,289597,225000,,,,,,,3.991414024941903,
8600000US43333,860,43333,2016,1,139651,110000,,,,,,,1.824393803695227,
8600000US43333,860,43333,2017,4,188885,151950,,,,,,,2.3830060849382098,
8600000US43333,860,43333,2018,1,23055,19000,,,,,,,0.2966339848872791,
8600000US43333,860,43333,2019,2,240305,201625,,,,,,,3.0000595176097726,
8600000US43333,860,43333,2020,1,347308,295000,,,,,,,4.243200092055866,
8600000US43333,860,43333,2023,1,245000,245000,,,,,,,3.1657836929835894,
8600000US43333,860,43333,2024,4,70423,72500,,,,,,,,
8600000US43334,860,43334,2012,46,165892,125000,,,,,,,2.327790089200916,
8600000US43334,860,43334,2013,69,172653,132000,,,,,,,2.440873536862738,
8600000US43334,860,43334,2014,61,198856,154500,,,,,,,2.74077096379344,
8600000US43334,860,43334,2015,64,201835,157000,,,,,,,2.6979653560626886,
8600000US43334,860,43334,2016,68,199955,157500,,,,,,,2.6122002189272564,
8600000US43334,860,43334,2017,63,212193,170700,,,,,,,2.6770591556364094,
8600000US43334,860,43334,2018,69,257248,212000,,,,,,,3.3098107787422717,
8600000US43334,860,43334,2019,55,232409,195000,,,,,,,2.901483476423587,
8600000US43334,860,43334,2020,74,294917,250500,,,,,,,3.6031241459660825,
8600000US43334,860,43334,2021,83,320479,285000,,,,,,,3.967204443268977,
8600000US43334,860,43334,2022,83,317555,305000,,,,,,,4.02496799820526,
8600000US43334,860,43334,2023,53,311500,311500,,,,,,,4.025067838221992,
8600000US43334,860,43334,2024,49,407967,420000,,,,,,,,
8600000US43336,860,43336,2013,3,46041,35200,,,,,,,0.6508996098300635,
8600000US43336,860,43336,2017,1,105537,84900,,,,,,,1.3314723041214478,
8600000US43336,860,43336,2018,2,104659,86250,,,,,,,1.3465621682383064,
8600000US43336,860,43336,2020,1,173065,147000,,,,,,,2.1144081814651265,
8600000US43336,860,43336,2021,1,60722,54000,,,,,,,0.7516808418825429,
8600000US43336,860,43336,2022,1,63511,61000,,,,,,,0.804993599641052,
8600000US43336,860,43336,2023,1,218000,218000,,,,,,,2.816901408450704,
8600000US43336,860,43336,2024,4,228267,235000,,,,,,,,
8600000US43337,860,43337,2012,4,87591,66000,,,,,,,1.229073167098084,
8600000US43337,860,43337,2013,8,105946,81000,,,,,,,1.4978087612566802,
8600000US43337,860,43337,2014,8,105543,82000,,,,,,,1.4546575366766599,
8600000US43337,860,43337,2015,10,34710,27000,,,,,,,0.4639813032719274,
8600000US43337,860,43337,2016,11,170120,134000,,,,,,,2.2224433608650944,
8600000US43337,860,43337,2017,9,171544,138000,,,,,,,2.1642306003387493,
8600000US43337,860,43337,2018,13,182015,150000,,,,,,,2.341847249110098,
8600000US43337,860,43337,2019,5,220371,184900,,,,,,,2.751201511747288,
8600000US43337,860,43337,2020,11,235463,200000,,,,,,,2.876745825122621,
8600000US43337,860,43337,2021,5,245138,218000,,,,,,,3.0345633987110068,
8600000US43337,860,43337,2022,11,232076,222900,,,,,,,2.9415257927867295,
8600000US43337,860,43337,2023,4,139500,139500,,,,,,,1.8025584700865744,
8600000US43337,860,43337,2024,1,253523,261000,,,,,,,,
8600000US43338,860,43338,2012,76,112806,85000,,,,,,,1.582897260656623,
8600000US43338,860,43338,2013,129,137337,105000,,,,,,,1.9416039497771778,
8600000US43338,860,43338,2014,130,148016,115000,,,,,,,2.040056057192528,
8600000US43338,860,43338,2015,197,177794,138300,,,,,,,2.3766153423150946,
8600000US43338,860,43338,2016,169,172659,136000,,,,,,,2.2556141572959167,
8600000US43338,860,43338,2017,149,161599,130000,,,,,,,2.0387679568408505,
8600000US43338,860,43338,2018,136,169699,139850,,,,,,,2.1833822519203148,
8600000US43338,860,43338,2019,116,183543,154000,,,,,,,2.291427976252474,
8600000US43338,860,43338,2020,144,223690,190000,,,,,,,2.7329085338664902,
8600000US43338,860,43338,2021,117,208030,185000,,,,,,,2.5752028842272305,
8600000US43338,860,43338,2022,128,239988,230500,,,,,,,3.041820077332172,
8600000US43338,860,43338,2023,113,290000,290000,,,,,,,3.747254167205065,
8600000US43338,860,43338,2024,112,289123,297650,,,,,,,,
8600000US43340,860,43340,2012,1,197743,149000,,,,,,,2.774725786327492,
8600000US43340,860,43340,2016,2,254546,200500,,,,,,,3.325372342189936,
8600000US43340,860,43340,2017,2,229036,184250,,,,,,,2.8895615080609747,
8600000US43340,860,43340,2018,2,351896,290000,,,,,,,4.527571348279523,
8600000US43340,860,43340,2019,3,287233,241000,,,,,,,3.5859359888106894,
8600000US43340,860,43340,2020,4,214860,182500,,,,,,,2.625030565424392,
8600000US43340,860,43340,2021,1,664571,591000,,,,,,,8.22672921393672,
8600000US43340,860,43340,2022,1,186889,179500,,,,,,,2.3687926415667024,
8600000US43340,860,43340,2023,3,315000,315000,,,,,,,4.07029331955033,
8600000US43341,860,43341,2012,3,41141,31000,,,,,,,0.5772919421218272,
8600000US43341,860,43341,2013,13,97967,74900,,,,,,,1.3850108175077203,
8600000US43341,860,43341,2014,11,105542,82000,,,,,,,1.4546486668677157,
8600000US43341,860,43341,2015,9,124700,97000,,,,,,,1.6668957932361834,
8600000US43341,860,43341,2016,8,113689,89550,,,,,,,1.4852224101900688,
8600000US43341,860,43341,2017,12,108769,87500,,,,,,,1.3722476632582647,
8600000US43341,860,43341,2018,3,163814,135000,,,,,,,2.1076625241990885,
8600000US43341,860,43341,2019,5,297960,250000,,,,,,,3.71985061079947,
8600000US43341,860,43341,2020,1,61220,52000,,,,,,,0.7479539145318814,
8600000US43341,860,43341,2021,11,185540,165000,,,,,,,2.296802572418881,
8600000US43341,860,43341,2022,3,198862,191000,,,,,,,2.520553730023622,
8600000US43341,860,43341,2023,8,200200,200200,,,,,,,2.5868975319808762,
8600000US43341,860,43341,2024,4,301847,310750,,,,,,,,
8600000US43342,860,43342,2012,44,156867,118200,,,,,,,2.2011583083483863,
8600000US43342,860,43342,2013,55,172653,132000,,,,,,,2.440873536862738,
8600000US43342,860,43342,2014,35,141452,109900,,,,,,,1.9495840059605116,
8600000US43342,860,43342,2015,37,136270,106000,,,,,,,1.8215562276601591,
8600000US43342,860,43342,2016,55,145999,115000,,,,,,,1.9073207947722823,
8600000US43342,860,43342,2017,56,168436,135500,,,,,,,2.1250235242456563,
8600000US43342,860,43342,2018,45,169881,140000,,,,,,,2.185724099169425,
8600000US43342,860,43342,2019,48,201421,169000,,,,,,,2.5146190129004418,
8600000US43342,860,43342,2020,34,181130,153850,,,,,,,2.212936725975576,
8600000US43342,860,43342,2021,41,240640,214000,,,,,,,2.978883336349337,
8600000US43342,860,43342,2022,37,234262,225000,,,,,,,2.9692386872006016,
8600000US43342,860,43342,2023,34,198000,198000,,,,,,,2.5584700865744927,
8600000US43342,860,43342,2024,38,269550,277500,,,,,,,,
8600000US43343,860,43343,2016,3,196654,154900,,,,,,,2.5690781835671874,
8600000US43343,860,43343,2017,1,68611,55195,,,,,,,0.8656138259833134,
8600000US43343,860,43343,2018,1,279090,230000,,,,,,,3.590832448635484,
8600000US43343,860,43343,2022,2,270651,259950,,,,,,,3.4304604299457617,
8600000US43343,860,43343,2023,2,177750,177750,,,,,,,2.2968083731748288,
8600000US43343,860,43343,2024,2,215106,221450,,,,,,,,
8600000US43344,860,43344,2012,64,82282,62000,,,,,,,1.1545838842436544,
8600000US43344,860,43344,2013,77,111178,85000,,,,,,,1.5717746260100964,
8600000US43344,860,43344,2014,76,136754,106250,,,,,,,1.8848344006670097,
8600000US43344,860,43344,2015,93,170338,132500,,,,,,,2.276945284575199,
8600000US43344,860,43344,2016,90,161868,127500,,,,,,,2.114638272464922,
8600000US43344,860,43344,2017,93,180121,144900,,,,,,,2.272442130355687,
8600000US43344,860,43344,2018,89,172914,142500,,,,,,,2.224754886654593,
8600000US43344,860,43344,2019,74,183126,153650,,,,,,,2.2862201853973545,
8600000US43344,860,43344,2020,78,217803,185000,,,,,,,2.6609898882384244,
8600000US43344,860,43344,2021,67,230520,205000,,,,,,,2.85360319603558,
8600000US43344,860,43344,2022,67,218645,210000,,,,,,,2.771289441387228,
8600000US43344,860,43344,2023,57,210000,210000,,,,,,,2.7135288797002195,
8600000US43344,860,43344,2024,64,225111,231750,,,,,,,,
8600000US43345,860,43345,2018,2,158930,130975,,,,,,,2.0448229563479674,
8600000US43345,860,43345,2019,3,178657,149900,,,,,,,2.2304224262353625,
8600000US43345,860,43345,2021,1,275499,245000,,,,,,,3.410403819652278,
8600000US43345,860,43345,2022,2,242071,232500,,,,,,,3.0682133101072884,
8600000US43345,860,43345,2024,1,276738,284900,,,,,,,,
8600000US43347,860,43347,2012,1,239017,180100,,,,,,,3.35387996052068,
8600000US43347,860,43347,2013,4,115756,88500,,,,,,,1.6364947576693356,
8600000US43347,860,43347,2014,1,220093,171000,,,,,,,3.033474658955846,
8600000US43347,860,43347,2015,4,184158,143250,,,,,,,2.4616785812482815,
8600000US43347,860,43347,2016,4,86964,68500,,,,,,,1.136099777755664,
8600000US43347,860,43347,2017,2,213187,171500,,,,,,,2.6896054199861994,
8600000US43347,860,43347,2018,6,325807,268500,,,,,,,4.191906575907075,
8600000US43347,860,43347,2019,2,128123,107500,,,,,,,1.5995357626437723,
8600000US43347,860,43347,2020,5,364968,310000,,,,,,,4.4589560289400625,
8600000US43347,860,43347,2021,7,163050,145000,,,,,,,2.018402260610532,
8600000US43347,860,43347,2022,6,185588,178250,,,,,,,2.3522968710822543,
8600000US43347,860,43347,2023,4,155000,155000,,,,,,,2.0028427445406383,
8600000US43347,860,43347,2024,4,220011,226500,,,,,,,,
8600000US43348,860,43348,2012,5,136031,102500,,,,,,,1.9087878731447514,
8600000US43348,860,43348,2014,6,149239,115950,,,,,,,2.0569086941867276,
8600000US43348,860,43348,2016,17,171390,135000,,,,,,,2.239028759080506,
8600000US43348,860,43348,2017,13,114984,92500,,,,,,,1.4506618154444515,
8600000US43348,860,43348,2018,10,182622,150500,,,,,,,2.3496534066071315,
8600000US43348,860,43348,2020,7,63575,54000,,,,,,,0.7767213727831077,
8600000US43348,860,43348,2021,18,326748,290575,,,,,,,4.044808530185554,
8600000US43348,860,43348,2022,24,242071,232500,,,,,,,3.0682133101072884,
8600000US43348,860,43348,2023,20,256750,256750,,,,,,,3.3176120945858636,
8600000US43348,860,43348,2024,18,228219,234950,,,,,,,,
8600000US43349,860,43349,2013,1,96790,74000,,,,,,,1.3683684979382016,
8600000US43349,860,43349,2016,1,42530,33500,,,,,,,0.5556108402162736,
8600000US43349,860,43349,2018,2,77053,63500,,,,,,,0.9913820021232748,
8600000US43349,860,43349,2021,1,79088,70333,,,,,,,0.9790364565208314,
8600000US43350,860,43350,2012,2,69011,52000,,,,,,,0.9683606771075811,
8600000US43350,860,43350,2013,2,122950,94000,,,,,,,1.7381978217052831,
8600000US43350,860,43350,2016,2,44434,35000,,,,,,,0.5804889375393903,
8600000US43350,860,43350,2017,5,186461,150000,,,,,,,2.352424565585597,
8600000US43350,860,43350,2018,2,171034,140950,,,,,,,2.200555798413789,
8600000US43350,860,43350,2020,3,211799,179900,,,,,,,2.5876328696977975,
8600000US43350,860,43350,2021,2,238897,212450,,,,,,,2.9573073121841897,
8600000US43350,860,43350,2022,2,123899,119000,,,,,,,1.5703973501194295,
8600000US43350,860,43350,2023,1,82000,82000,,,,,,,1.0595684196924666,
8600000US43350,860,43350,2024,1,165130,170000,,,,,,,,
8600000US43356,860,43356,2012,4,275049,207250,,,,,,,3.859475967895119,
8600000US43356,860,43356,2013,7,82402,63000,,,,,,,1.1649623698663067,
8600000US43356,860,43356,2014,11,141581,110000,,,,,,,1.9513579677493749,
8600000US43356,860,43356,2016,14,176976,139400,,,,,,,2.3120045112283147,
8600000US43356,860,43356,2017,13,195162,157000,,,,,,,2.462204378646258,
8600000US43356,860,43356,2018,14,199003,164000,,,,,,,2.5604196590270405,
8600000US43356,860,43356,2020,11,276669,235000,,,,,,,3.38017634451908,
8600000US43356,860,43356,2021,12,368269,327500,,,,,,,4.558805105861719,
8600000US43356,860,43356,2022,10,359202,345000,,,,,,,4.55283265370759,
8600000US43356,860,43356,2023,8,253250,253250,,,,,,,3.272386613257527,
8600000US43356,860,43356,2024,18,303498,312450,,,,,,,,
8600000US43357,860,43357,2012,11,151293,114000,,,,,,,2.1229445613512357,
8600000US43357,860,43357,2013,10,162463,124210,,,,,,,2.296815769522366,
8600000US43357,860,43357,2014,9,242618,188500,,,,,,,3.343917972006883,
8600000US43357,860,43357,2015,13,248115,193000,,,,,,,3.316607093758592,
8600000US43357,860,43357,2016,8,181229,142750,,,,,,,2.367565595249942,
8600000US43357,860,43357,2017,7,165899,133459,,,,,,,2.0930148673232547,
8600000US43357,860,43357,2018,14,247541,204000,,,,,,,3.1849122587897334,
8600000US43357,860,43357,2019,17,268164,225000,,,,,,,3.3478655497195233,
8600000US43357,860,43357,2020,12,291974,248000,,,,,,,3.56716482315205,
8600000US43357,860,43357,2021,17,285619,254000,,,,,,,3.5356839599660352,
8600000US43357,860,43357,2022,23,333173,320000,,,,,,,4.2229172440186336,
8600000US43357,860,43357,2023,16,246500,246500,,,,,,,3.1851660421243055,
8600000US43357,860,43357,2024,22,288928,297450,,,,,,,,
8600000US43358,860,43358,2012,15,114134,86000,,,,,,,1.6015195813702303,
8600000US43358,860,43358,2013,18,156957,120000,,,,,,,2.2189759426024893,
8600000US43358,860,43358,2014,21,162303,126100,,,,,,,2.236965815756329,
8600000US43358,860,43358,2015,29,160568,124900,,,,,,,2.1463431399505084,
8600000US43358,860,43358,2016,29,175199,138000,,,,,,,2.288784953726739,
8600000US43358,860,43358,2017,20,153519,123500,,,,,,,1.9368295589988083,
8600000US43358,860,43358,2018,25,175948,145000,,,,,,,2.2637856741397613,
8600000US43358,860,43358,2019,22,255649,214500,,,,,,,3.1916318240659454,
8600000US43358,860,43358,2020,29,230165,195500,,,,,,,2.812019044057362,
8600000US43358,860,43358,2021,31,230520,205000,,,,,,,2.85360319603558,
8600000US43358,860,43358,2022,19,234262,225000,,,,,,,2.9692386872006016,
8600000US43358,860,43358,2023,24,217000,217000,,,,,,,2.8039798423568936,
8600000US43358,860,43358,2024,16,240361,247450,,,,,,,,
8600000US43360,860,43360,2012,7,185135,139500,,,,,,,2.5978137395482226,
8600000US43360,860,43360,2013,9,303450,232000,,,,,,,4.290020155698146,
8600000US43360,860,43360,2014,8,304398,236500,,,,,,,4.1954196306611555,
8600000US43360,860,43360,2015,9,253900,197500,,,,,,,3.3939373109705797,
8600000US43360,860,43360,2016,6,277398,218500,,,,,,,3.623909510067337,
8600000US43360,860,43360,2017,5,348060,280000,,,,,,,4.391192522426448,
8600000US43360,860,43360,2018,8,310943,256250,,,,,,,4.00065571722975,
8600000US43360,860,43360,2019,6,257020,215650,,,,,,,3.2087431368756234,
8600000US43360,860,43360,2020,8,288442,245000,,,,,,,3.5240136357752108,
8600000US43360,860,43360,2021,13,264254,235000,,,,,,,3.2712036637481035,
8600000US43360,860,43360,2022,12,396944,381250,,,,,,,5.031209997756575,
8600000US43360,860,43360,2023,11,363000,363000,,,,,,,4.690528492053237,
8600000US43360,860,43360,2024,10,361828,372500,,,,,,,,
8600000US43721,860,43721,2012,1,13271,10000,,,,,,,0.1862232071360733,
8600000US43721,860,43721,2013,3,57551,44000,,,,,,,0.8136245122875794,
8600000US43721,860,43721,2016,3,36690,28900,,,,,,,0.4793180084253823,
8600000US43721,860,43721,2017,2,165018,132750,,,,,,,2.081895740543253,
8600000US43721,860,43721,2018,1,124984,103000,,,,,,,1.6080684443889341,
8600000US43721,860,43721,2019,2,90163,75650,,,,,,,1.1256267948279197,
8600000US43721,860,43721,2021,1,253009,225000,,,,,,,3.132003507843929,
8600000US43721,860,43721,2022,6,150969,145000,,,,,,,1.9135093761959432,
8600000US43721,860,43721,2023,1,175000,175000,,,,,,,2.2612740664168496,
8600000US43721,860,43721,2024,1,228267,235000,,,,,,,,
8600000US43730,860,43730,2012,2,109157,82250,,,,,,,1.531685878694203,
8600000US43730,860,43730,2013,1,47087,36000,,,,,,,0.6656927827807467,
8600000US43730,860,43730,2014,1,79800,62000,,,,,,,1.0998563090951021,
8600000US43730,860,43730,2015,5,32139,25000,,,,,,,0.4296123178443772,
8600000US43730,860,43730,2016,3,57130,45000,,,,,,,0.7463429196935019,
8600000US43730,860,43730,2017,6,62154,50000,,,,,,,0.7841415218618657,
8600000US43730,860,43730,2018,7,163814,135000,,,,,,,2.1076625241990885,
8600000US43730,860,43730,2019,16,90678,76082,,,,,,,1.1320621363846028,
8600000US43730,860,43730,2020,5,150696,128000,,,,,,,1.8411173280784774,
8600000US43730,860,43730,2021,9,185540,165000,,,,,,,2.296802572418881,
8600000US43730,860,43730,2022,9,244674,235000,,,,,,,3.1012048510761843,
8600000US43730,860,43730,2023,12,145000,145000,,,,,,,1.8736270836025326,
8600000US43730,860,43730,2024,11,184459,189900,,,,,,,,
8600000US43731,860,43731,2013,3,39893,30500,,,,,,,0.5639897187447993,
8600000US43731,860,43731,2014,6,77429,60158,,,,,,,1.0671799329442444,
8600000US43731,860,43731,2016,3,38721,30500,,,,,,,0.5058546455700402,
8600000US43731,860,43731,2017,9,54695,44000,,,,,,,0.6900445392384418,
8600000US43731,860,43731,2018,17,108602,89500,,,,,,,1.3973021919690252,
8600000US43731,860,43731,2019,18,141233,118500,,,,,,,1.763209189518949,
8600000US43731,860,43731,2020,21,88181,74900,,,,,,,1.0773413115084216,
8600000US43731,860,43731,2021,18,121726,108250,,,,,,,1.5068416876626904,
8600000US43731,860,43731,2022,29,138475,133000,,,,,,,1.7551499795452448,
8600000US43731,860,43731,2023,24,133500,133500,,,,,,,1.725029073523711,
8600000US43731,860,43731,2024,26,128704,132500,,,,,,,,
8600000US43739,860,43739,2012,5,172527,130000,,,,,,,2.4209016927689526,
8600000US43739,860,43739,2013,15,206660,158000,,,,,,,2.921651657759944,
8600000US43739,860,43739,2014,10,191134,148500,,,,,,,2.6343332564616557,
8600000US43739,860,43739,2015,11,218547,170000,,,,,,,2.9213637613417647,
8600000US43739,860,43739,2016,21,212650,167500,,,,,,,2.778054201081368,
8600000US43739,860,43739,2017,15,241778,194500,,,,,,,3.0503105200426575,
8600000US43739,860,43739,2018,16,253001,208500,,,,,,,3.2551676762630364,
8600000US43739,860,43739,2019,13,297960,250000,,,,,,,3.71985061079947,
8600000US43739,860,43739,2020,13,311988,265000,,,,,,,3.8116882182874727,
8600000US43739,860,43739,2021,18,226584,201500,,,,,,,2.804883141469119,
8600000US43739,860,43739,2022,10,273826,263000,,,,,,,3.4707101099278144,
8600000US43739,860,43739,2023,21,287000,287000,,,,,,,3.7084894689236334,
8600000US43739,860,43739,2024,10,321033,330502,,,,,,,,
8600000US43740,860,43740,2014,1,31534,24500,,,,,,,0.43462063827145164,
8600000US43740,860,43740,2016,3,88869,70000,,,,,,,1.1609778750787807,
8600000US43740,860,43740,2017,1,105537,84900,,,,,,,1.3314723041214478,
8600000US43740,860,43740,2021,1,236142,210000,,,,,,,2.9232032739876668,
8600000US43740,860,43740,2022,2,223538,214700,,,,,,,2.8333135384087518,
8600000US43746,860,43746,2012,2,404046,304450,,,,,,,5.669565541257751,
8600000US43746,860,43746,2013,1,65399,50000,,,,,,,0.9245733094177038,
8600000US43746,860,43746,2014,3,209797,163000,,,,,,,2.8915577158468007,
8600000US43746,860,43746,2017,1,71787,57750,,,,,,,0.9056834577504548,
8600000US43746,860,43746,2018,2,342795,282500,,,,,,,4.410478985824018,
8600000US43746,860,43746,2023,2,416500,416500,,,,,,,5.381832278072102,
8600000US43748,860,43748,2012,4,170537,128500,,,,,,,2.392968211698542,
8600000US43748,860,43748,2013,7,76201,58259,,,,,,,1.07729432866732,
8600000US43748,860,43748,2014,9,122274,95000,,,,,,,1.6852636994199146,
8600000US43748,860,43748,2015,8,174195,135500,,,,,,,2.328498762716525,
8600000US43748,860,43748,2016,10,157742,124250,,,,,,,2.0607357282648358,
8600000US43748,860,43748,2017,16,155695,125250,,,,,,,1.9642745122639735,
8600000US43748,860,43748,2018,13,157747,130000,,,,,,,2.029600949228752,
8600000US43748,860,43748,2019,22,155177,130200,,,,,,,1.937298198104364,
8600000US43748,860,43748,2020,11,242527,206000,,,,,,,2.9630481998762996,
8600000US43748,860,43748,2021,13,236142,210000,,,,,,,2.9232032739876668,
8600000US43748,860,43748,2022,24,218124,209500,,,,,,,2.764691133193449,
8600000US43748,860,43748,2023,16,184000,184000,,,,,,,2.377568161261145,
8600000US43748,860,43748,2024,10,170423,175450,,,,,,,,
8600000US43758,860,43758,2022,1,176998,170000,,,,,,,2.243424785884899,
8600000US43760,860,43760,2012,6,189117,142500,,,,,,,2.6536807016890442,
8600000US43760,860,43760,2013,1,371465,284000,,,,,,,5.251576397492557,
8600000US43760,860,43760,2014,6,123561,96000,,,,,,,1.7030033173085453,
8600000US43760,860,43760,2015,5,138842,108000,,,,,,,1.8559252130877095,
8600000US43760,860,43760,2016,3,177611,139900,,,,,,,2.32029721033602,
8600000US43760,860,43760,2017,10,108147,87000,,,,,,,1.3644062480396462,
8600000US43760,860,43760,2018,8,223211,183950,,,,,,,2.8718853431586835,
8600000US43760,860,43760,2019,3,196653,165000,,,,,,,2.4551014031276504,
8600000US43760,860,43760,2020,3,200026,169900,,,,,,,2.4437955784416667,
8600000US43760,860,43760,2021,12,266503,237000,,,,,,,3.299043694928939,
8600000US43760,860,43760,2022,8,208181,199950,,,,,,,2.638663446692268,
8600000US43760,860,43760,2023,11,265000,265000,,,,,,,3.424215014859801,
8600000US43760,860,43760,2024,9,286548,295000,,,,,,,,
8600000US43761,860,43761,2020,1,235463,200000,,,,,,,2.876745825122621,
8600000US43761,860,43761,2024,1,25741,26500,,,,,,,,
8600000US43764,860,43764,2012,10,87458,65900,,,,,,,1.227210935026723,
8600000US43764,860,43764,2013,7,85018,65000,,,,,,,1.2019453022430149,
8600000US43764,860,43764,2014,15,90740,70500,,,,,,,1.250643061148463,
8600000US43764,860,43764,2015,25,106060,82500,,,,,,,1.417720648886445,
8600000US43764,860,43764,2016,25,114260,90000,,,,,,,1.4926858393870037,
8600000US43764,860,43764,2017,31,111877,90000,,,,,,,1.4114547393513581,
8600000US43764,860,43764,2018,77,81907,67500,,,,,,,1.0538312620995443,
8600000US43764,860,43764,2019,51,107146,89900,,,,,,,1.3376582796434895,
8600000US43764,860,43764,2020,50,144221,122500,,,,,,,1.7620068178876054,
8600000US43764,860,43764,2021,81,157428,140000,,,,,,,1.9488021826584447,
8600000US43764,860,43764,2022,66,158778,152500,,,,,,,2.01248399910263,
8600000US43764,860,43764,2023,61,170000,170000,,,,,,,2.196666235947797,
8600000US43764,860,43764,2024,65,184557,190000,,,,,,,,
8600000US43766,860,43766,2013,4,67034,51250,,,,,,,0.9476876421531464,
8600000US43766,860,43766,2016,1,16504,13000,,,,,,,0.21561017680034497,
8600000US43766,860,43766,2017,2,50034,40250,,,,,,,0.6312339250988019,
8600000US43766,860,43766,2018,8,103142,85000,,,,,,,1.3270467744957222,
8600000US43766,860,43766,2020,4,237229,201500,,,,,,,2.8983214188110407,
8600000US43766,860,43766,2021,5,84336,75000,,,,,,,1.0440011692813098,
8600000US43766,860,43766,2022,8,232180,223000,,,,,,,2.9428454544254854,
8600000US43766,860,43766,2023,4,247450,247450,,,,,,,3.1974415299134256,
8600000US43766,860,43766,2024,6,189413,195000,,,,,,,,
8600000US43777,860,43777,2013,2,34661,26500,,,,,,,0.49002385399138304,
8600000US43777,860,43777,2014,2,99106,77000,,,,,,,1.3659505774245624,
8600000US43777,860,43777,2016,1,234868,185000,,,,,,,3.0682986698510635,
8600000US43777,860,43777,2017,7,181638,146120,,,,,,,2.2915751834891163,
8600000US43777,860,43777,2018,3,187597,154600,,,,,,,2.413663898082808,
8600000US43777,860,43777,2019,5,145881,122400,,,,,,,1.8212388590474204,
8600000US43777,860,43777,2020,3,102426,87000,,,,,,,1.25138443392834,
8600000US43777,860,43777,2021,7,191050,169900,,,,,,,2.3650106488119267,
8600000US43777,860,43777,2022,4,179549,172450,,,,,,,2.275756496034417,
8600000US43777,860,43777,2023,5,109500,109500,,,,,,,1.4149114872722575,
8600000US43777,860,43777,2024,4,221419,227950,,,,,,,,
8600000US43782,860,43782,2012,1,143330,108000,,,,,,,2.0112106370695915,
8600000US43782,860,43782,2014,1,173629,134900,,,,,,,2.3930744531762786,
8600000US43782,860,43782,2016,4,128860,101500,,,,,,,1.683417918864232,
8600000US43782,860,43782,2018,1,12013,9900,,,,,,,0.1545619184412665,
